,Name,Party,Start Date,End Date,Wikidata_ID,gender,birthday,twitter_username,twitter_numeric_user_id,subscriber_count,start_date,point_in_time,period,Location,Age,Seniority,Image_URL
204,Renske Leijten,SP,23 maart 2017,31 maart 2021,Q122841334,female,+1979-03-17T00:00:00Z,RenskeLeijten,RenskeLeijten,39831.0,+2010-04-13T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
205,Lilian Marijnissen,SP,23 maart 2017,31 maart 2021,Q122841334,female,+1985-07-11T00:00:00Z,marijnissenl,marijnissenl,34924.0,+2011-02-18T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
206,Michiel van Nispen,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1982-10-14T00:00:00Z,MichielvNispen,MichielvNispen,1057.0,+2012-06-12T00:00:00Z,+2020-04-26T00:00:00Z,2017_2021,,,,
207,Ronald van Raak,SP,23 maart 2017,31 maart 2021,Q122841334,male,+1969-10-30T00:00:00Z,ronaldvanraak,ronaldvanraak,422.0,+2010-03-05T00:00:00Z,+2020-05-01T00:00:00Z,2017_2021,,,,
208,Emile Roemer,SP,23 maart 2017,17 januari 2018,Q122841334,male,+1962-08-24T00:00:00Z,emileroemer,emileroemer,203293.0,+2010-03-05T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
209,Khadija Arib,PvdA,23 maart 2017,31 maart 2021,Q122841334,female,+1960-10-10T00:00:00Z,khadijaArib,khadijaArib,26560.0,+2011-12-14T00:00:00Z,+2020-04-21T00:00:00Z,2017_2021,,,,
210,Lodewijk Asscher,PvdA,23 maart 2017,31 maart 2021,Q122841334,male,+1974-09-27T00:00:00Z,LodewijkA,LodewijkA,330875.0,+2009-06-21T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
211,Gijs van Dijk,PvdA,23 maart 2017,31 maart 2021,Q122841334,male,+1980-10-11T00:00:00Z,dijkvangijs,dijkvangijs,,+2011-04-04T00:00:00Z,+2021-03-15T00:00:00Z,2017_2021,,,,
212,Sharon Dijksma,PvdA,23 maart 2017,31 mei 2018[12],Q122841334,female,+1971-04-16T00:00:00Z,sharon_dijksma,sharon_dijksma,31341.0,+2009-03-29T00:00:00Z,,2017_2021,,,,
213,Jeroen Dijsselbloem,PvdA,23 maart 2017,24 oktober 2017,Q122841334,male,+1966-03-29T00:00:00Z,J_Dijsselbloem,J_Dijsselbloem,103193.0,+2009-04-07T00:00:00Z,+2020-05-02T00:00:00Z,2017_2021,,,,
214,Kirsten van den Hul,PvdA,23 maart 2017,31 maart 2021,Q122841334,female,+1976-08-18T00:00:00Z,kirstenvdhul,kirstenvdhul,,+2009-06-05T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
215,John Kerstens,PvdA,5 juni 2018[13],31 maart 2021,Q122841334,male,+1965-01-20T00:00:00Z,JohnKerstens,JohnKerstens,7539.0,+2010-05-09T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
216,Attje Kuiken,PvdA,23 maart 2017,31 maart 2021,Q122841334,female,+1977-10-27T00:00:00Z,attjekuiken,attjekuiken,10439.0,+2009-03-31T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
217,William Moorlag,PvdA,25 oktober 2017,31 maart 2021,Q122841334,male,+1960-04-17T00:00:00Z,wmoorlag,wmoorlag,4150.0,+2011-01-05T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
218,Henk Nijboer,PvdA,23 maart 2017,31 maart 2021,Q122841334,male,+1983-03-31T00:00:00Z,henknijboer,henknijboer,9352.0,+2010-04-29T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
219,Lilianne Ploumen,PvdA,23 maart 2017,31 maart 2021,Q122841334,female,+1962-07-12T00:00:00Z,PloumenLilianne,PloumenLilianne,,+2020-12-10T00:00:00Z,+2021-03-15T00:00:00Z,2017_2021,,,,
220,Eppo Bruins,ChristenUnie,23 maart 2017,31 maart 2021,Q122841334,male,+1969-09-19T00:00:00Z,eppobruins,eppobruins,7143.0,+2009-03-17T00:00:00Z,+2020-04-17T00:00:00Z,2017_2021,,,,
221,Carla Dik-Faber,ChristenUnie,23 maart 2017,31 maart 2021,Q122841334,female,+1971-05-06T00:00:00Z,carladikfaber,carladikfaber,15336.0,+2010-01-04T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
222,Nico Drost,ChristenUnie,26 maart 2019,15 juli 2019,Q122841334,male,+1980-07-19T00:00:00Z,NicoDrost,NicoDrost,,+2009-08-04T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
223,Stieneke van der Graaf,ChristenUnie,31 oktober 2017,31 maart 2021,Q122841334,female,+1984-10-07T00:00:00Z,StienekevdGraaf,StienekevdGraaf,,+2011-01-27T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
224,Gert-Jan Segers,ChristenUnie,23 maart 2017,31 maart 2021,Q122841334,male,+1969-07-09T00:00:00Z,gertjansegers,gertjansegers,48699.0,+2010-03-02T00:00:00Z,+2020-04-14T00:00:00Z,2017_2021,,,,
225,Carola Schouten,ChristenUnie,23 maart 2017,25 oktober 2017,Q122841334,female,+1977-10-06T00:00:00Z,carolaschouten,carolaschouten,12025.0,+2009-04-23T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
226,Joël Voordewind,ChristenUnie,23 maart 2017,31 maart 2021,Q122841334,male,+1965-07-09T00:00:00Z,JoelVoordewind,JoelVoordewind,21084.0,+2009-08-30T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
227,Eva Akerboom,Partij voor de Dieren,16 oktober 2018,3 februari 2019,Q122841334,female,+1992-03-12T00:00:00Z,,,,,,2017_2021,,,,
228,Eva van Esch,Partij voor de Dieren,9 oktober 2019,31 maart 2021,Q122841334,female,+1986-05-12T00:00:00Z,,,,,,2017_2021,,,,
229,Femke Merel van Kooten-Arissen,Partij voor de Dieren,23 maart 2017,16 juli 2019,Q122841334,female,+1983-11-09T00:00:00Z,FemkeMerel,FemkeMerel,7162.0,+2012-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
230,Esther Ouwehand,Partij voor de Dieren,23 maart 2017,31 maart 2021,Q122841334,female,+1976-06-10T00:00:00Z,estherouwehand,estherouwehand,27078.0,+2010-05-02T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
231,Lammert van Raan,Partij voor de Dieren,23 maart 2017,31 maart 2021,Q122841334,male,+1962-02-03T00:00:00Z,,,,,,2017_2021,,,,
232,Marianne Thieme,Partij voor de Dieren,23 maart 2017,8 oktober 2019,Q122841334,female,+1972-03-06T00:00:00Z,mariannethieme,mariannethieme,125842.0,+2008-06-23T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
233,Christine Teunissen,Partij voor de Dieren,11 oktober 2018,30 januari 2019,Q122841334,female,+1985-09-06T00:00:00Z,,,,,,2017_2021,,,,
234,Frank Wassenberg,Partij voor de Dieren,23 maart 2017,31 maart 2021,Q122841334,male,+1966-05-02T00:00:00Z,WassenbergFrank,WassenbergFrank,4791.0,+2012-08-16T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
235,Corrie van Brenk,50PLUS,23 maart 2017,31 maart 2021,Q122841334,female,+1960-09-16T00:00:00Z,,,,,,2017_2021,,,,
236,Simon Geleijnse,50PLUS,7 november 2018,26 februari 2019,Q122841334,male,+1973-12-19T00:00:00Z,,,,,,2017_2021,,,,
237,N/A,50PLUS,26 juni 2019,verving Léonie Sazias tijdens haar ziekteverlof,Q122841334,,,,,,,,2017_2021,,,,
238,Henk Krol,50PLUS,23 maart 2017,3 mei 2020,Q122841334,male,+1950-04-01T00:00:00Z,HenkKrol,HenkKrol,19466.0,+2009-03-14T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
239,Gerrit-Jan van Otterloo,50PLUS,11 juni 2019,31 maart 2021,Q122841334,male,+1949-05-04T00:00:00Z,,,,,,2017_2021,,,,
240,Martin van Rooijen,50PLUS,23 maart 2017,10 juni 2019,Q122841334,male,+1942-07-31T00:00:00Z,,,,,,2017_2021,,,,
241,Léonie Sazias,50PLUS,23 maart 2017,6 november 2018,Q122841334,female,+1957-07-21T00:00:00Z,,,,,,2017_2021,,,,
242,N/A,50PLUS,6 maart 2019,N/A,Q122841334,,,,,,,,2017_2021,,,,
243,N/A,50PLUS,31 maart 2021,N/A,Q122841334,,,,,,,,2017_2021,,,,
244,Roelof Bisschop,SGP,23 maart 2017,31 maart 2021,Q122841334,male,+1956-11-30T00:00:00Z,BisschopRoelof,BisschopRoelof,,+2012-09-13T00:00:00Z,+2020-02-28T00:00:00Z,2017_2021,,,,
245,Elbert Dijkgraaf,SGP,23 maart 2017,10 april 2018,Q122841334,male,+1970-01-06T00:00:00Z,elbertdijkgraaf,elbertdijkgraaf,22892.0,+2010-04-01T00:00:00Z,+2020-04-30T00:00:00Z,2017_2021,,,,
246,Kees van der Staaij,SGP,23 maart 2017,31 maart 2021,Q122841334,male,+1968-09-12T00:00:00Z,keesvdstaaij,keesvdstaaij,76367.0,+2010-03-01T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
247,Chris Stoffer,SGP,11 april 2018,31 maart 2021,Q122841334,male,+1974-09-19T00:00:00Z,,,,,,2017_2021,,,,
248,Farid Azarkan,DENK,23 maart 2017,31 maart 2021,Q122841334,male,+1971-10-16T00:00:00Z,F_azarkan,F_azarkan,,+2009-06-24T00:00:00Z,+2020-12-30T00:00:00Z,2017_2021,,,,
249,Tunahan Kuzu,DENK,23 maart 2017,31 maart 2021,Q122841334,male,+1981-06-05T00:00:00Z,tunahankuzu,tunahankuzu,22866.0,+2008-07-15T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
250,Selçuk Öztürk,DENK,23 maart 2017,31 maart 2021,Q122841334,male,+1972-04-08T00:00:00Z,selcukozturknl,selcukozturknl,7751.0,+2011-01-17T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
251,Thierry Baudet,Forum voor Democratie,23 maart 2017,31 maart 2021,Q122841334,male,+1983-01-28T00:00:00Z,thierrybaudet,thierrybaudet,218539.0,+2011-09-04T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
252,Theo Hiddema,Forum voor Democratie,23 maart 2017,24 november 2020,Q122841334,male,+1944-04-01T00:00:00Z,THiddema,THiddema,55299.0,+2016-11-27T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
253,Wybren van Haga,Forum voor Democratie,30 november 2020,31 maart 2021,Q122841334,male,+1967-01-31T00:00:00Z,wybrenvanhaga,wybrenvanhaga,4842.0,+2010-05-04T00:00:00Z,+2020-06-16T00:00:00Z,2017_2021,,,,
254,Femke Merel van Kooten-Arissen,Van Kooten-Arissen,N/A,N/A,Q122841334,female,+1983-11-09T00:00:00Z,FemkeMerel,FemkeMerel,7162.0,+2012-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
255,N/A,Van Kooten-Arissen,3 mei 2020,Verliet op 16 juli 2019 de fractie Partij voor de Dieren en ging verder als eenmansfractie. Werd op 3 mei 2020 lid van Groep Krol/van Kooten-Arissen,Q122841334,,,,,,,,2017_2021,,,,
256,N/A,Van Kooten-Arissen,31 maart 2021,Verliet de Groep Krol/van Kooten-Arissen en ging weer verder als eenmansfractie.,Q122841334,,,,,,,,2017_2021,,,,
257,Henk Krol,Krol,5 augustus 2020,31 maart 2021,Q122841334,male,+1950-04-01T00:00:00Z,HenkKrol,HenkKrol,19466.0,+2009-03-14T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
258,Wybren van Haga,Van Haga,7 oktober 2019,30 november 2020,Q122841334,male,+1967-01-31T00:00:00Z,wybrenvanhaga,wybrenvanhaga,4842.0,+2010-05-04T00:00:00Z,+2020-06-16T00:00:00Z,2017_2021,,,,
259,Femke Merel van Kooten-Arissen,Groep Krol/van Kooten-Arissen,3 mei 2020,5 augustus 2020,Q122841334,female,+1983-11-09T00:00:00Z,FemkeMerel,FemkeMerel,7162.0,+2012-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
260,Henk Krol,Groep Krol/van Kooten-Arissen,3 mei 2020,5 augustus 2020,Q122841334,male,+1950-04-01T00:00:00Z,HenkKrol,HenkKrol,19466.0,+2009-03-14T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
0,Thierry Aartsen,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1989-12-19T00:00:00Z,ThierryAartsen,ThierryAartsen,,+2009-01-19T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
1,Fleur Agema,PVV,31 maart 2021,5 december 2023,Q122841334,female,+1976-09-16T00:00:00Z,FleurAgemaPVV,FleurAgemaPVV,42824.0,+2010-01-15T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
2,Eva Akerboom,PvdD,13 oktober 2022[c],1 februari 2023[c],Q122841334,female,+1992-03-12T00:00:00Z,,,,,,2021_2023,,,,
3,Mahir Alkaya,SP,31 maart 2021,5 december 2023,Q122841334,male,+1988-07-06T00:00:00Z,mahiralkaya,mahiralkaya,,+2013-11-15T00:00:00Z,+2021-03-23T00:00:00Z,2021_2023,,,,
4,Mustafa Amhaouch,CDA,31 maart 2021,5 december 2023,Q122841334,male,+1970-06-27T00:00:00Z,MustafaAmhaouch,MustafaAmhaouch,3718.0,+2012-07-01T00:00:00Z,+2020-04-26T00:00:00Z,2021_2023,,,,
5,Khadija Arib,PvdA,31 maart 2021,3 november 2022[f],Q122841334,female,+1960-10-10T00:00:00Z,khadijaArib,khadijaArib,26560.0,+2011-12-14T00:00:00Z,+2020-04-21T00:00:00Z,2021_2023,,,,
6,Tamara van Ark,VVD,31 maart 2021,3 september 2021[g],Q122841334,female,+1974-08-11T00:00:00Z,tamaravanark,tamaravanark,8298.0,+2009-02-09T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
7,Farid Azarkan,DENK,31 maart 2021,5 december 2023,Q122841334,male,+1971-10-16T00:00:00Z,F_azarkan,F_azarkan,,+2009-06-24T00:00:00Z,+2020-12-30T00:00:00Z,2021_2023,,,,
8,Stephan van Baarle,DENK,31 maart 2021,5 december 2023,Q122841334,male,+1991-08-25T00:00:00Z,,,,,,2021_2023,,,,
9,Thierry Baudet,FVD,31 maart 2021,5 december 2023,Q122841334,male,+1983-01-28T00:00:00Z,thierrybaudet,thierrybaudet,218539.0,+2011-09-04T00:00:00Z,+2020-04-24T00:00:00Z,2021_2023,,,,
10,Bente Becker,VVD,31 maart 2021,8 augustus 2022[h],Q122841334,female,+1985-08-12T00:00:00Z,bentebecker,bentebecker,,+2010-05-06T00:00:00Z,+2020-03-19T00:00:00Z,2021_2023,,,,
11,Sandra Beckerman,SP,31 maart 2021,5 december 2023,Q122841334,female,+1983-03-31T00:00:00Z,sandrabeckerman,sandrabeckerman,8105.0,+2014-06-04T00:00:00Z,+2020-04-23T00:00:00Z,2021_2023,,,,
12,Harm Beertema,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1952-03-09T00:00:00Z,harmbeertema,harmbeertema,11490.0,+2010-05-16T00:00:00Z,+2020-04-20T00:00:00Z,2021_2023,,,,
13,Salima Belhaj,D66,31 maart 2021,5 december 2023,Q122841334,female,+1978-10-18T00:00:00Z,SalimaBelhaj,SalimaBelhaj,3188.0,+2010-06-04T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
14,Joba van den Berg,CDA,29 april 2021[i],16 augustus 2021[i],Q122841334,female,+1958-08-21T00:00:00Z,jobaCDA,jobaCDA,,,,2021_2023,,,,
15,Vera Bergkamp,D66,31 maart 2021,5 december 2023,Q122841334,female,+1971-06-01T00:00:00Z,Vera_Bergkamp,Vera_Bergkamp,19649.0,+2009-12-28T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
16,Marijke van Beukering,D66,21 april 2021[k],1 juni 2023[l],Q122841334,female,+1971-12-30T00:00:00Z,,,,,,2021_2023,,,,
17,Harry Bevers,VVD,18 januari 2022[m],5 december 2023,Q122841334,male,+1965-03-05T00:00:00Z,Harry_Bevers,Harry_Bevers,,+2009-01-28T00:00:00Z,+2021-03-23T00:00:00Z,2021_2023,,,,
18,Yvonne Bijenhof,VVD,12 september 2023[n],5 december 2023,Q122841334,female,+1966-08-02T00:00:00Z,Yvonne_Bijenhof,Yvonne_Bijenhof,,+2010-12-02T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
19,Mirjam Bikker,CU,31 maart 2021,5 december 2023,Q122841334,female,+1982-01-01T00:00:00Z,mirjambikker,mirjambikker,,+2010-03-01T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
20,Roelof Bisschop,SGP,31 maart 2021,5 december 2023,Q122841334,male,+1956-11-30T00:00:00Z,BisschopRoelof,BisschopRoelof,,+2012-09-13T00:00:00Z,+2020-02-28T00:00:00Z,2021_2023,,,,
21,Henri Bontenbal,CDA,1 juni 2021[o],14 september 2021[o],Q122841334,male,+1982-11-10T00:00:00Z,HenriBontenbal,HenriBontenbal,,,,2021_2023,,,,
22,Martin Bosma,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1964-07-16T00:00:00Z,Martinbosma_pvv,Martinbosma_pvv,30265.0,+2014-08-07T00:00:00Z,+2020-04-26T00:00:00Z,2021_2023,,,,
23,Derk Boswijk,CDA,31 maart 2021,5 december 2023,Q122841334,male,+1989-04-08T00:00:00Z,DerkBoswijk,DerkBoswijk,,,,2021_2023,,,,
24,Kauthar Bouchallikht,GL[p],31 maart 2021,5 december 2023,Q122841334,female,+1994-00-00T00:00:00Z,Kauthar_,Kauthar_,,+2011-10-13T00:00:00Z,+2020-03-04T00:00:00Z,2021_2023,,,,
25,Raoul Boucke,D66,31 maart 2021,5 december 2023,Q122841334,male,+1975-11-01T00:00:00Z,RaoulBoucke,RaoulBoucke,1846.0,+2010-02-27T00:00:00Z,+2020-04-27T00:00:00Z,2021_2023,,,,
26,Faissal Boulakjar,D66,31 maart 2021,5 december 2023,Q122841334,male,+1979-04-28T00:00:00Z,fboulakjar,fboulakjar,,+2010-10-12T00:00:00Z,+2021-03-08T00:00:00Z,2021_2023,,,,
27,Ernst Boutkan,Volt,16 maart 2023[r],4 juli 2023[r],Q122841334,male,+1996-00-00T00:00:00Z,,,,,,2021_2023,,,,
28,Ruben Brekelmans,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1986-07-18T00:00:00Z,rubenbrekelmans,rubenbrekelmans,,+2011-03-26T00:00:00Z,+2021-03-23T00:00:00Z,2021_2023,,,,
29,Carline van Breugel,D66,25 oktober 2023[s],5 december 2023,Q122841334,female,+1994-01-01T00:00:00Z,carlinevb,carlinevb,,+2010-04-03T00:00:00Z,+2021-03-08T00:00:00Z,2021_2023,,,,
30,Bart van den Brink,CDA,10 mei 2023[t],5 december 2023,Q122841334,male,+1951-01-01T00:00:00Z,,,,,,2021_2023,,,,
31,Laura Bromet,GL[p],31 maart 2021,5 december 2023,Q122841334,female,+1970-01-17T00:00:00Z,LauraBromet,LauraBromet,8320.0,+2009-01-22T00:00:00Z,+2020-04-26T00:00:00Z,2021_2023,,,,
32,Julian Bushoff,PvdA[p],22 november 2022[u],5 december 2023,Q122841334,male,+1997-03-21T00:00:00Z,julianbushoff,julianbushoff,,+2016-07-25T00:00:00Z,+2021-03-15T00:00:00Z,2021_2023,,,,
33,Thom van Campen,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1990-01-18T00:00:00Z,ThomvCampen,ThomvCampen,,+2009-05-22T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
34,Don Ceder,CU,31 maart 2021,5 december 2023,Q122841334,male,+1989-10-20T00:00:00Z,DonCeder,DonCeder,4534.0,+2009-07-20T00:00:00Z,+2020-04-25T00:00:00Z,2021_2023,,,,
35,Laurens Dassen,Volt,31 maart 2021,5 december 2023,Q122841334,male,+1985-10-19T00:00:00Z,DassenLaurens,DassenLaurens,,,,2021_2023,,,,
36,Ralf Dekker,FVD,23 augustus 2022[v],27 maart 2023[v],Q122841334,male,+1957-00-00T00:00:00Z,,,,,,2021_2023,,,,
37,Hind Dekker-Abdulaziz,D66,25 januari 2022[m],5 december 2023,Q122841334,female,+1981-09-28T00:00:00Z,hind_d66,hind_d66,304.0,+2018-04-01T00:00:00Z,+2020-04-30T00:00:00Z,2021_2023,,,,
38,Teun van Dijck,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1963-09-13T00:00:00Z,,,,,,2021_2023,,,,
39,Jimmy Dijk,SP,20 april 2023[w],5 december 2023,Q122841334,male,+1985-01-01T00:00:00Z,jimmydijk,jimmydijk,,+2010-12-29T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
40,Gijs van Dijk,PvdA,31 maart 2021,14 februari 2022[f],Q122841334,male,+1980-10-11T00:00:00Z,dijkvangijs,dijkvangijs,,+2011-04-04T00:00:00Z,+2021-03-15T00:00:00Z,2021_2023,,,,
41,Inge van Dijk,CDA,31 maart 2021,5 december 2023,Q122841334,female,+1975-05-06T00:00:00Z,i_dijk,i_dijk,,,,2021_2023,,,,
42,Jasper van Dijk,SP,31 maart 2021,29 maart 2023[x],Q122841334,male,+1971-04-20T00:00:00Z,JaspervanDijkSP,JaspervanDijkSP,12236.0,+2012-03-07T00:00:00Z,+2020-05-02T00:00:00Z,2021_2023,,,,
43,Nico Drost,CU,25 januari 2023[y],5 december 2023,Q122841334,male,+1980-07-19T00:00:00Z,NicoDrost,NicoDrost,,+2009-08-04T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
44,Joost Eerdmans,JA21,31 maart 2021,5 december 2023,Q122841334,male,+1971-01-09T00:00:00Z,,,,,,2021_2023,,,,
45,Corinne Ellemeet,GL[p],31 maart 2021,5 december 2023,Q122841334,female,+1976-04-26T00:00:00Z,CorinneEllemeet,CorinneEllemeet,7188.0,+2013-02-09T00:00:00Z,+2020-04-25T00:00:00Z,2021_2023,,,,
46,Ulysse Ellian,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1988-09-17T00:00:00Z,UlysseEllian,UlysseEllian,,,,2021_2023,,,,
47,Olaf Ephraim,FVD[z],31 maart 2021,5 december 2023,Q122841334,male,+1965-00-00T00:00:00Z,,,,,,2021_2023,,,,
48,Derk Jan Eppink,JA21[ac],31 maart 2021,5 december 2023,Q122841334,male,+1958-11-07T00:00:00Z,djeppink,djeppink,21280.0,+2010-09-16T00:00:00Z,+2020-04-19T00:00:00Z,2021_2023,,,,
49,Silvio Erkens,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1990-08-07T00:00:00Z,SilvioErkens,SilvioErkens,,+2017-07-26T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
50,Eva van Esch,PvdD,31 maart 2021,5 december 2023,Q122841334,female,+1986-05-12T00:00:00Z,,,,,,2021_2023,,,,
51,Sietse Fritsma,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1972-03-31T00:00:00Z,,,,,,2021_2023,,,,
52,Frank Futselaar,SP,30 maart 2023[ae],19 juli 2023[ae],Q122841334,male,+1979-07-26T00:00:00Z,FrankFutselaar,FrankFutselaar,,+2010-04-17T00:00:00Z,+2021-03-22T00:00:00Z,2021_2023,,,,
53,Jaco Geurts,CDA,31 maart 2021,9 mei 2023[af],Q122841334,male,+1970-07-11T00:00:00Z,JacoGeurts,JacoGeurts,8308.0,+2010-04-14T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
54,Lisa van Ginneken,D66,31 maart 2021,5 december 2023,Q122841334,other/unknown,+1972-00-00T00:00:00Z,LisaGinneken,LisaGinneken,,+2015-04-11T00:00:00Z,,2021_2023,,,,
55,Maarten Goudzwaard,JA21,10 maart 2022[ag],30 juni 2022[ag],Q122841334,male,+1979-08-28T00:00:00Z,,,,,,2021_2023,,,,
56,Machiel de Graaf,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1969-06-26T00:00:00Z,GraafdeMachiel,GraafdeMachiel,,+2010-02-07T00:00:00Z,+2020-03-31T00:00:00Z,2021_2023,,,,
57,Stieneke van der Graaf,CU,18 januari 2022[m],5 december 2023,Q122841334,female,+1984-10-07T00:00:00Z,StienekevdGraaf,StienekevdGraaf,,+2011-01-27T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
58,Dion Graus,PVV,31 maart 2021,5 december 2023,Q122841334,male,+1967-03-19T00:00:00Z,RidderDionGraus,RidderDionGraus,,+2012-08-14T00:00:00Z,+2020-03-24T00:00:00Z,2021_2023,,,,
59,Martijn Grevink,VVD,23 augustus 2022[ah],6 september 2022[ah],Q122841334,male,+1973-12-04T00:00:00Z,martijngrevink,martijngrevink,,+2019-10-13T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
60,Pieter Grinwis,CU,31 maart 2021,5 december 2023,Q122841334,male,+1979-00-00T00:00:00Z,Pieter_Grinwis,Pieter_Grinwis,,+2013-09-04T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
61,Peter de Groot,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1980-05-09T00:00:00Z,pedegro,pedegro,,+2010-02-03T00:00:00Z,+2021-03-23T00:00:00Z,2021_2023,,,,
62,Tjeerd de Groot,D66,1 april 2021[aj],5 december 2023,Q122841334,male,+1968-04-10T00:00:00Z,,,,,,2021_2023,,,,
63,Nilüfer Gündoğan,Volt[ak],31 maart 2021,5 december 2023,Q122841334,female,+1977-06-06T00:00:00Z,,,,,,2021_2023,,,,
64,Liane den Haan,50+[ao],31 maart 2021,5 december 2023,Q122841334,female,+1967-08-24T00:00:00Z,lianedenhaan,lianedenhaan,2478.0,+2010-03-25T00:00:00Z,+2020-04-22T00:00:00Z,2021_2023,,,,
65,Wybren van Haga,FVD[z],31 maart 2021,5 december 2023,Q122841334,male,+1967-01-31T00:00:00Z,wybrenvanhaga,wybrenvanhaga,4842.0,+2010-05-04T00:00:00Z,+2020-06-16T00:00:00Z,2021_2023,,,,
66,Kiki Hagen,D66,31 maart 2021,5 december 2023,Q122841334,female,+1987-01-06T00:00:00Z,kbhagen,kbhagen,,+2010-06-03T00:00:00Z,+2021-03-08T00:00:00Z,2021_2023,,,,
67,Alexander Hammelburg,D66,31 maart 2021,5 december 2023,Q122841334,male,+1982-02-22T00:00:00Z,Ahammelburg,Ahammelburg,,,,2021_2023,,,,
68,Mark Harbers,VVD,31 maart 2021,10 januari 2022[ar],Q122841334,male,+1969-04-19T00:00:00Z,markharbers,markharbers,14179.0,+2010-02-18T00:00:00Z,+2020-04-15T00:00:00Z,2021_2023,,,,
69,Erik Haverkort,VVD,18 januari 2022[m],5 december 2023,Q122841334,male,+1972-05-05T00:00:00Z,erikhaverkort,erikhaverkort,,+2013-07-16T00:00:00Z,+2021-03-23T00:00:00Z,2021_2023,,,,
70,Rudmer Heerema,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1978-02-02T00:00:00Z,RudmerHeerema,RudmerHeerema,,,,2021_2023,,,,
71,Pieter Heerma,CDA,31 maart 2021,5 december 2023,Q122841334,male,+1977-08-05T00:00:00Z,PieterHeerma,PieterHeerma,6945.0,+2012-06-17T00:00:00Z,+2018-05-10T00:00:00Z,2021_2023,,,,
72,Eelco Heinen,VVD,31 maart 2021,5 december 2023,Q122841334,male,+1981-04-27T00:00:00Z,eelcoheinen,eelcoheinen,,+2013-05-20T00:00:00Z,+2021-03-29T00:00:00Z,2021_2023,,,,
